#{"t_start": 1789929798.4845328, "env_id": "None"}
r,l,t
-33574.799403,601,10.676307
-34797.855479,601,17.466231
-32006.201628,601,25.363788
-34607.964231,601,31.845268
-34048.061257,601,39.534771
-37623.881382,601,46.525095
-33186.62622,601,54.438341
-33794.428846,601,61.099022
-35275.394463,601,69.128105
-38621.277292,601,76.21388
-36284.351196,601,84.2045
-35730.661367,601,90.655856
-37027.285576,601,98.635607
-38246.456363,601,105.062045
-36131.490908,601,113.578835
-38454.024575,601,119.947201
-36564.585227,601,126.762136
-37818.754164,601,135.073545
-38386.162567,601,142.911003
-35596.244242,601,151.408462
-39667.565891,601,158.206243
-38208.168256,601,166.382903
-37468.693836,601,173.438913
-37552.331366,601,181.30628
-39437.275072,601,187.784626
-37335.920195,601,195.797041
-40938.59627,601,203.22782
-37045.185564,601,211.04276
-39294.970318,601,217.437762
-38792.198065,601,225.29422
-39705.966002,601,231.784687
-40302.566327,601,240.56621
-40187.6389,601,246.601417
-38780.895287,601,253.026674
-39323.79443,601,260.890687
-39436.46906,601,267.855379
-40320.672082,601,275.926171
-39394.960202,601,282.477694
-38503.184942,601,290.634584
-38951.622141,601,297.463608
-39252.021652,601,305.500862
-39714.402385,601,311.545711
-39741.431537,601,319.176628
-39095.823318,601,325.956658
-39836.316041,601,333.861458
-39741.533199,601,340.155844
-39409.854915,601,348.44886
-39001.504236,601,354.586948
-40064.332692,601,363.065872
-38168.35232,601,368.975474
-38591.455494,601,375.036267
-39267.650683,601,382.638288
-39211.87154,601,390.145256
-39170.966032,601,398.274988
-39047.556249,601,404.958215
-39644.295577,601,412.83438
-39852.176247,601,419.402879
-38997.566825,601,427.348489
-39145.366783,601,433.732232
-39702.783029,601,441.528409
-38394.947922,601,448.656086
-39026.40923,601,456.266194
-39799.525161,601,462.490306
-40130.865008,601,470.552804
-39491.78079,601,476.783878
-40540.705904,601,483.82546
-38830.721104,601,491.417189
-39296.61741,601,497.731868
-38613.127237,601,505.37463
-39441.466774,601,512.141865
-39994.375997,601,519.975071
-39436.98254,601,526.398441
-39201.312398,601,534.559123
-39784.942701,601,541.756694
-39598.457619,601,549.613514
-40083.190711,601,555.926925
-40011.302203,601,564.12517
-39076.84216,601,571.592425
-39894.159669,601,580.372568
-40408.046282,601,586.864634
-41040.425671,601,594.815955
-38871.379553,601,600.981867
-38957.236559,601,607.882085
-40466.071012,601,615.885272
-39334.765682,601,622.195328
