#{"t_start": 1789929773.92933, "env_id": "None"}
r,l,t
-33145.542826,601,35.23151
-36766.519764,601,42.021434
-32426.960577,601,49.91899
-38379.542482,601,56.39947
-36260.281178,601,64.089974
-34363.400798,601,71.080298
-34594.978845,601,78.993544
-33444.763642,601,85.653228
-34722.200089,601,93.683308
-37266.244215,601,100.769083
-37436.144593,601,108.760704
-38207.907486,601,115.211059
-39213.784063,601,123.19081
-38319.338732,601,129.616251
-36451.664157,601,138.13304
-39144.391615,601,144.500141
-37576.454746,601,151.317339
-36005.786375,601,159.628747
-36014.758717,601,167.465131
-38344.415048,601,175.963665
-37911.882091,601,182.760345
-38051.669283,601,190.937104
-39053.404496,601,197.993116
-39769.693057,601,205.859107
-37796.365264,601,212.339828
-38543.526946,601,220.352244
-38126.039334,601,227.783023
-40489.725663,601,235.597963
-39694.29272,601,241.992965
-40633.640231,601,249.848417
-40862.19085,601,256.338891
-39004.856526,601,265.120075
-38201.704095,601,271.156619
-38672.339757,601,277.580661
-38874.638209,601,285.44589
-39330.387186,601,292.410582
-39075.849559,601,300.481374
-39243.030751,601,307.031897
-39108.055337,601,315.188787
-38996.323313,601,322.017812
-39290.601942,601,330.056065
-39007.254892,601,336.099914
-39580.247368,601,343.73183
-40360.680475,601,350.510858
-39585.174444,601,358.416661
-39852.706003,601,364.712042
-39885.539878,601,373.003063
-40146.656446,601,379.142151
-39948.722968,601,387.620074
-38767.41982,601,393.530676
-38618.039364,601,399.590469
-40282.645887,601,407.191483
-39105.439693,601,414.699455
-39100.988398,601,422.829107
-39307.957279,601,429.512418
-39198.371257,601,437.389583
-40024.429609,601,443.958082
-39617.948632,601,451.901552
-39320.571665,601,458.285432
-38880.663763,601,466.082607
-40384.567282,601,473.193686
-39123.502664,601,480.820398
-40360.100422,601,487.044508
-39304.051892,601,495.108006
-40525.114826,601,501.338084
-38944.818133,601,508.380663
-39857.618653,601,515.970392
-39621.901115,601,522.287071
-40025.787663,601,529.929833
-39088.005634,601,536.697067
-40454.319463,601,544.530274
-39399.830792,601,550.952647
-39380.497399,601,559.113329
-40055.389624,601,566.310897
-39849.824088,601,574.166717
-40659.660327,601,580.483131
-39153.807218,601,588.679374
-40386.072763,601,596.145628
-40018.978841,601,604.927771
-39388.905462,601,611.419837
-39376.574703,601,619.372162
-39472.937106,601,625.53707
-40006.71027,601,632.435181
-39647.228585,601,640.440475
-39258.285655,601,646.749425
