milestone,model_num_timesteps,approx_kl,clip_fraction,entropy_loss,explained_variance,policy_gradient_loss,value_loss,learning_rate
50000,50000,0.010590082,0.042861328125,-0.6540898036956787,0.2027626633644104,-0.0038537960592657326,0.022197655187919735,0.0004744
100000,100000,0.013273122,0.0698681640625,-0.6248093020915985,0.9221087694168091,-0.006287286153528839,0.009014918601606041,0.0004488
150000,150000,0.012944515,0.065419921875,-0.5737844866514206,0.9837397336959839,-0.00838566959486343,0.0035587162838783114,0.0004104
200000,200000,0.011509449,0.05689453125,-0.48699834048748014,0.9932356476783752,-0.005792744711507112,0.0034730093018151818,0.00038480000000000003
250000,250000,0.010094722,0.06203125,-0.4684812241792679,0.9962522983551025,-0.008387685758061708,0.0017532262858003377,0.00034640000000000007
300000,300000,0.010220887,0.0480712890625,-0.4418368583917618,0.9978558421134949,-0.009487213829997928,0.0012474472343456,0.0003208
350000,350000,0.014113399,0.0950537109375,-0.37848509699106214,0.9981173276901245,-0.012560324396472424,0.0010162873781519011,0.0002824
400000,400000,0.009719293,0.0641015625,-0.3479825013875961,0.9963997602462769,-0.011227893454488366,0.0014834711665753274,0.0002568
450000,450000,0.0062635103,0.04376953125,-0.3491737800836563,0.997494637966156,-0.009638249368872493,0.001079356202390045,0.0002312
500000,500000,0.0068623633,0.0509912109375,-0.3450862455368042,0.9979138374328613,-0.011010518954135478,0.0009902758238604292,0.00019280000000000002
550000,550000,0.00692486,0.0461962890625,-0.34429443717002867,0.9973437786102295,-0.010484701984096319,0.0010507330391556025,0.00016720000000000003
600000,600000,0.0059787203,0.043642578125,-0.36123434841632845,0.9956330060958862,-0.009227071313653142,0.0018181107996497303,0.00012880000000000004
650000,650000,0.0071230615,0.0440673828125,-0.36236281037330625,0.996512234210968,-0.008885615798644721,0.001448338972404599,0.00010320000000000001
700000,700000,0.0045547467,0.025458984375,-0.34353330463171006,0.9975045323371887,-0.007641211757436395,0.0010596203873865307,6.480000000000003e-05
750000,750000,0.0040397523,0.0212646484375,-0.35743620693683625,0.9982256293296814,-0.005798369238618761,0.000830892383819446,3.920000000000001e-05
800000,800000,0.0003495911,0.0,-0.345053229033947,0.9983376264572144,-0.000530294154305011,0.0009717959724366665,8.000000000000229e-07
