sim_time,action,chosen_vid,score_v0,score_v1
121,0,0,5.0,21.190723032703136
122,0,0,6.0,20.190723032703133
123,0,0,8.0,19.190723032703136
124,0,0,7.0,18.19072303270314
125,0,0,8.0,17.19072303270314
126,0,0,9.0,16.19072303270314
127,0,0,9.0,15.190723032703142
128,0,0,6.0,7.0
129,0,0,10.0,13.190723032703144
130,0,0,7.25,8.0
131,1,1,7.0,5.0
132,0,0,6.0,8.0
133,0,0,7.0,7.0
134,1,1,9.0,3.0
135,0,0,7.25,10.5
136,1,1,10.0,4.5
137,0,0,6.0,10.0
138,0,0,5.666666666666667,23.275142195887305
139,0,0,7.0,22.27514219588731
140,0,0,11.0,21.275142195887305
141,0,0,8.0,20.275142195887305
142,0,0,5.0,19.275142195887305
143,0,0,7.0,18.27514219588731
144,0,0,8.0,17.275142195887305
145,0,0,8.0,16.275142195887305
146,0,0,5.833333333333333,15.275142195887307
147,0,0,9.0,14.275142195887309
148,0,0,7.0,13.275142195887309
149,0,0,8.0,12.27514219588731
150,0,0,9.0,11.275142195887312
151,1,1,7.0,6.0
152,1,1,7.0,5.0
153,0,0,4.0,9.0
154,1,1,9.0,4.0
155,1,1,8.0,6.5
156,0,0,6.0,11.0
157,0,0,6.0,11.0
158,0,0,8.0,9.0
159,0,0,8.0,23.854316782149716
160,0,0,5.0,22.854316782149713
161,0,0,8.0,21.854316782149713
162,0,0,9.0,20.854316782149713
163,0,0,7.0,19.854316782149716
164,0,0,9.0,18.854316782149713
165,0,0,10.0,17.854316782149713
166,0,0,10.0,16.854316782149713
167,0,0,5.0,15.854316782149715
168,0,0,7.0,14.854316782149716
169,0,0,7.25,13.854316782149718
170,0,0,9.0,12.85431678214972
171,0,0,6.0,7.0
172,1,1,8.25,6.0
173,1,1,8.25,5.0
174,1,1,8.25,5.0
175,1,1,8.0,7.5
176,0,0,6.25,14.0
177,0,0,9.0,9.0
178,0,0,5.0,11.0
179,0,0,7.0,12.0
181,0,0,8.0,22.68892691038128
182,0,0,10.0,21.688926910381284
183,0,0,8.0,20.688926910381284
184,0,0,7.0,19.688926910381284
185,0,0,8.0,18.688926910381284
186,0,0,8.0,17.688926910381284
187,0,0,5.0,16.688926910381284
188,0,0,6.0,15.688926910381285
189,0,0,9.25,14.688926910381287
190,0,0,8.0,13.688926910381289
191,0,0,6.25,8.0
192,0,0,7.0,11.68892691038129
193,0,0,7.25,8.0
194,1,1,8.5,7.0
195,1,1,9.5,4.0
196,1,1,9.0,4.0
197,0,0,7.666666666666667,10.5
198,0,0,7.5,11.5
199,0,0,8.0,9.5
200,1,1,9.0,5.5
201,1,1,10.0,8.0
202,0,0,7.0,29.617541777791622
203,0,0,7.0,28.617541777791622
204,0,0,6.0,27.617541777791622
205,0,0,6.0,26.617541777791622
206,0,0,7.0,25.617541777791622
207,0,0,7.0,24.61754177779162
208,0,0,10.0,23.617541777791622
209,0,0,6.0,22.617541777791622
210,0,0,6.0,21.617541777791622
211,0,0,10.0,20.61754177779162
212,0,0,8.0,19.617541777791622
213,0,0,8.0,18.617541777791622
214,0,0,8.25,17.617541777791622
215,0,0,9.5,16.617541777791622
216,0,0,10.0,15.617541777791626
217,0,0,6.0,14.617541777791628
218,0,0,7.0,13.61754177779163
219,0,0,9.5,12.61754177779163
220,0,0,9.0,11.617541777791631
221,1,1,9.75,8.0
222,1,1,8.0,5.0
223,1,1,9.0,4.0
224,0,0,5.0,13.0
225,0,0,7.833333333333333,11.0
226,0,0,7.666666666666667,12.0
227,0,0,8.0,10.0
228,1,1,9.0,8.0
229,0,0,5.0,26.74054759295538
230,0,0,10.0,25.74054759295538
231,0,0,8.0,24.74054759295538
232,0,0,7.0,23.74054759295538
233,0,0,8.0,22.740547592955377
234,0,0,8.25,21.74054759295538
235,0,0,8.0,20.74054759295538
236,0,0,9.0,19.74054759295538
237,0,0,6.0,18.740547592955377
238,0,0,8.0,17.74054759295538
239,0,0,10.0,16.74054759295538
240,0,0,7.0,15.740547592955382
241,0,0,7.0,14.740547592955384
242,0,0,10.0,13.740547592955384
243,0,0,10.0,12.740547592955386
244,0,0,6.25,7.0
245,1,1,7.0,4.0
246,0,0,8.0,8.0
247,1,1,8.25,6.0
248,0,0,8.0,9.5
249,0,0,8.0,8.5
250,1,1,8.0,6.5
251,0,0,8.0,24.398097592722223
252,0,0,8.0,23.398097592722223
253,0,0,7.0,22.39809759272222
254,0,0,6.0,21.398097592722223
255,0,0,5.0,20.398097592722223
256,0,0,7.0,19.398097592722223
257,0,0,8.0,18.398097592722223
258,0,0,11.0,17.398097592722223
259,0,0,6.0,16.398097592722223
260,0,0,7.0,15.398097592722225
261,0,0,10.25,14.398097592722227
262,0,0,4.0,13.398097592722227
263,0,0,5.833333333333333,9.0
264,1,1,9.333333333333334,8.0
265,1,1,9.333333333333334,7.0
266,0,0,9.0,9.398097592722234
267,1,1,9.0,8.398097592722234
268,1,1,8.0,3.0
269,1,1,9.0,8.0
270,0,0,8.0,11.5
271,0,0,8.0,13.5
272,0,0,9.0,11.5
273,0,0,10.0,28.73278260996057
274,0,0,8.0,27.73278260996057
275,0,0,4.0,26.73278260996057
276,0,0,10.0,25.73278260996057
277,0,0,4.0,24.73278260996057
278,0,0,10.0,23.73278260996057
279,0,0,10.0,22.732782609960566
280,0,0,7.0,21.73278260996057
281,0,0,10.0,20.732782609960573
282,0,0,10.25,19.73278260996057
283,0,0,7.0,18.732782609960566
284,0,0,5.0,17.73278260996057
285,0,0,9.333333333333334,16.732782609960573
286,0,0,10.166666666666668,15.732782609960571
287,0,0,8.5,14.732782609960573
288,0,0,6.0,8.0
289,0,0,7.0,12.732782609960577
290,1,1,10.5,5.0
291,1,1,7.25,6.0
292,1,1,9.25,3.0
293,0,0,7.25,12.0
294,0,0,9.0,9.0
295,0,0,8.0,8.0
296,1,1,10.0,7.0
297,0,0,8.0,28.77310761261587
298,0,0,10.0,27.773107612615867
299,0,0,9.0,26.77310761261587
300,0,0,6.0,25.773107612615867
301,0,0,6.0,24.77310761261587
